No.,Time,Source,Destination,Protocol,Length,Info,TTL,Flags,DSCP,LEN
144,7.232187929,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=52837 Win=125952 Len=0 TSval=1495228169 TSecr=4109514101,64,0x2,0x00,52
145,7.238770095,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
146,7.238849148,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=55733 Win=131712 Len=0 TSval=1495228176 TSecr=4109514107,64,0x2,0x00,52
147,7.252972661,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
148,7.252972962,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
149,7.253003035,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=58629 Win=137472 Len=0 TSval=1495228190 TSecr=4109514113,64,0x2,0x00,52
150,7.253333923,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=61525 Win=143360 Len=0 TSval=1495228190 TSecr=4109514119,64,0x2,0x00,52
151,7.259711711,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
152,7.259737122,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=64421 Win=149120 Len=0 TSval=1495228197 TSecr=4109514124,64,0x2,0x00,52
153,7.26007429,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
154,7.26008366,192.168.1.93,159.124.21.96,TCP,66,45230  >  443 [ACK] Seq=6871 Ack=67317 Win=154880 Len=0 TSval=1495228197 TSecr=4109514130,64,0x2,0x00,52
155,7.263856944,159.124.21.96,192.168.1.93,TLSv1.3,2962,Continuation Data,45,0x2,0x00,2948
